Member_number,Date,itemDescription
2512,19-01-2015,domestic eggs
3400,04-03-2015,dishes
4301,01-05-2015,pork
2997,30-12-2015,tropical fruit
1098,05-08-2015,yogurt
2208,30-07-2015,hamburger meat
3672,28-05-2015,canned beer
3651,24-01-2015,pet care
3957,15-05-2015,beef
2986,11-01-2015,chicken
4433,25-05-2015,yogurt
3822,27-05-2015,sugar
4588,30-04-2015,newspapers
2622,17-07-2015,hard cheese
2117,02-05-2015,beef
1780,12-07-2015,beverages
3819,12-04-2015,beef
1884,11-12-2015,rolls/buns
2595,23-01-2015,whole milk
3046,31-03-2015,chicken
3228,26-01-2015,sausage
2251,23-06-2015,citrus fruit
2368,11-11-2015,red/blush wine
2573,03-01-2015,whole milk
4701,30-04-2015,pip fruit
4384,25-05-2015,turkey
1998,18-05-2015,frankfurter
4583,23-02-2015,canned beer
2043,21-04-2015,pastry
2201,22-05-2015,bottled water
3522,23-09-2015,whole milk
3922,28-08-2015,citrus fruit
2636,11-09-2015,whole milk
1092,27-07-2015,bottled beer
2711,13-09-2015,liquor
3899,22-04-2015,curd
4372,30-07-2015,other vegetables
4576,05-08-2015,nuts/prunes
4953,10-10-2015,other vegetables
4692,27-10-2015,UHT-milk
1170,12-11-2015,pork
2625,08-04-2015,sausage
2394,30-08-2015,beverages
4277,18-02-2015,pastry
3170,17-01-2015,root vegetables
2229,25-10-2015,root vegetables
2944,01-02-2015,beef
2582,06-03-2015,bathroom cleaner
1373,10-05-2015,yogurt
1366,25-10-2015,frankfurter
3469,10-05-2015,curd cheese
4012,16-05-2015,whole milk
2031,26-02-2015,grapes
2459,16-09-2015,bottled water
4377,23-02-2015,butter milk
1534,13-08-2015,sliced cheese
2051,23-07-2015,fruit/vegetable juice
3430,26-01-2015,female sanitary products
1567,13-03-2015,rolls/buns
2972,21-05-2015,canned beer
1287,28-08-2015,pip fruit
4776,08-08-2015,pip fruit
2271,04-08-2015,rolls/buns
4657,15-08-2015,beef
2344,14-04-2015,frozen fish
1482,06-07-2015,soda
1278,09-12-2015,canned beer
4831,13-11-2015,tropical fruit
1819,11-11-2015,packaged fruit/vegetables
2687,31-07-2015,rolls/buns
4468,24-03-2015,canned beer
4760,02-04-2015,butter
2310,24-03-2015,berries
3924,07-02-2015,root vegetables
3517,11-12-2015,meat
3164,30-09-2015,brown bread
3245,17-05-2015,citrus fruit
2629,06-12-2015,whole milk
1347,15-09-2015,soda
1216,25-08-2015,root vegetables
4636,10-04-2015,tropical fruit
1197,22-11-2015,root vegetables
1100,12-03-2015,grapes
2054,15-12-2015,margarine
3761,26-09-2015,beef
4947,14-09-2015,yogurt
1032,15-06-2015,butter
3353,14-08-2015,rolls/buns
4466,20-08-2015,ham
2081,22-01-2015,frankfurter
1800,02-05-2015,root vegetables
3414,23-10-2015,brown bread
2799,12-08-2015,hamburger meat
1634,03-12-2015,frankfurter
3481,22-03-2015,beef
3691,24-08-2015,root vegetables
2811,11-02-2015,butter milk
2758,19-11-2015,sausage
2872,19-09-2015,tropical fruit
3339,08-10-2015,canned beer
3483,28-10-2015,sausage
3255,29-04-2015,soda
3462,15-11-2015,tropical fruit
1355,28-02-2015,tropical fruit
2952,25-11-2015,whole milk
2171,19-06-2015,meat
2693,02-11-2015,beef
1348,13-06-2015,chewing gum
1112,09-04-2015,ice cream
2058,24-02-2015,other vegetables
2003,23-11-2015,frozen dessert
2166,12-03-2015,rolls/buns
3113,18-06-2015,tropical fruit
2830,22-06-2015,sausage
3582,17-06-2015,fruit/vegetable juice
4572,19-08-2015,whole milk
1373,19-07-2015,grapes
2513,06-11-2015,rolls/buns
3050,15-12-2015,other vegetables
2563,03-08-2015,ham
1055,25-05-2015,yogurt
1887,09-11-2015,sausage
2391,03-01-2015,cookware
3347,24-04-2015,pastry
4873,03-09-2015,beverages
1571,24-05-2015,bottled beer
3571,21-10-2015,tropical fruit
4348,11-04-2015,tropical fruit
2400,06-02-2015,whole milk
2200,10-10-2015,pork
3973,02-09-2015,canned beer
2695,04-07-2015,pork
3053,25-12-2015,ice cream
2964,11-08-2015,ice cream
2494,13-06-2015,packaged fruit/vegetables
1603,07-09-2015,frankfurter
1264,07-12-2015,yogurt
2809,10-04-2015,pork
3180,15-09-2015,tropical fruit
4539,09-03-2015,spread cheese
2990,29-06-2015,pastry
1969,11-02-2015,other vegetables
1191,08-08-2015,citrus fruit
2690,20-10-2015,frankfurter
3803,20-10-2015,chicken
3999,19-04-2015,sausage
3677,30-11-2015,frankfurter
1168,11-02-2015,whole milk
1324,27-12-2015,frankfurter
3829,10-07-2015,soda
2664,20-09-2015,sausage
3002,22-01-2015,whole milk
4305,23-06-2015,whole milk
2633,14-02-2015,brown bread
1120,14-01-2015,UHT-milk
2870,25-02-2015,hamburger meat
2977,16-11-2015,other vegetables
2135,25-01-2015,whole milk
4460,12-07-2015,canned beer
2961,21-07-2015,canned beer
2109,24-09-2015,male cosmetics
1023,28-06-2015,bottled beer
2645,26-06-2015,newspapers
2910,04-12-2015,whole milk
3251,09-11-2015,yogurt
2309,29-12-2015,frozen meals
2553,21-06-2015,other vegetables
4100,22-04-2015,whole milk
2580,17-11-2015,other vegetables
4628,10-12-2015,soda
1073,08-06-2015,curd
1459,18-07-2015,whole milk
3752,21-08-2015,bottled water
4655,21-03-2015,citrus fruit
2484,20-06-2015,domestic eggs
4990,15-03-2015,newspapers
2356,02-02-2015,hamburger meat
3476,21-04-2015,detergent
4643,25-01-2015,cookware
3287,02-02-2015,pork
3468,14-11-2015,canned beer
2779,27-12-2015,sausage
3811,11-05-2015,soft cheese
3122,13-10-2015,canned fruit
2874,22-01-2015,frankfurter
3148,28-03-2015,frankfurter
4359,24-09-2015,berries
4510,26-03-2015,ice cream
3298,28-04-2015,sausage
3285,12-07-2015,whole milk
4752,11-02-2015,UHT-milk
4741,25-02-2015,whole milk
3557,24-05-2015,meat
4328,21-07-2015,beef
1052,06-07-2015,yogurt
1719,17-09-2015,canned beer
1360,05-02-2015,grapes
1299,03-06-2015,whole milk
4260,16-11-2015,whole milk
1785,15-07-2015,canned beer
3835,06-01-2015,tropical fruit
1720,05-12-2015,onions
1872,05-04-2015,whole milk
1406,23-03-2015,chicken
3560,29-09-2015,other vegetables
4628,29-11-2015,citrus fruit
2692,09-10-2015,white wine
4843,13-05-2015,pork
4395,25-06-2015,whole milk
1196,27-11-2015,candy
1076,14-05-2015,chicken
3519,28-01-2015,citrus fruit
1335,18-10-2015,grapes
4988,29-10-2015,rolls/buns
4437,20-10-2015,hamburger meat
2262,04-10-2015,other vegetables
4320,07-01-2015,candy
1155,01-04-2015,sausage
3101,17-12-2015,pork
2433,19-10-2015,onions
2051,14-11-2015,beef
3144,16-08-2015,yogurt
2000,23-08-2015,sparkling wine
2427,26-06-2015,citrus fruit
2916,13-06-2015,semi-finished bread
1609,17-12-2015,soda
2982,25-06-2015,frankfurter
1804,30-11-2015,white bread
4997,27-12-2015,white wine
2789,28-01-2015,fish
2512,23-04-2015,ham
2641,01-03-2015,beverages
2102,10-05-2015,soda
2979,17-07-2015,sliced cheese
3685,04-03-2015,tropical fruit
2918,11-10-2015,rolls/buns
4640,31-01-2015,waffles
1149,06-08-2015,bottled beer
4608,05-01-2015,hamburger meat
3794,26-11-2015,other vegetables
3014,04-11-2015,root vegetables
2083,28-03-2015,whole milk
1656,13-08-2015,bottled beer
1482,24-07-2015,sausage
3050,20-10-2015,sausage
3882,23-04-2015,whole milk
2618,03-12-2015,artif. sweetener
4888,13-02-2015,finished products
2523,12-01-2015,dog food
4633,14-04-2015,ham
2440,02-03-2015,bottled beer
2100,05-07-2015,ice cream
3691,12-02-2015,coffee
4499,06-05-2015,beef
2370,28-08-2015,frozen fish
3831,14-10-2015,bottled beer
4744,28-10-2015,onions
4919,12-03-2015,chicken
4876,21-02-2015,beef
1296,20-08-2015,meat
4845,28-08-2015,chewing gum
4606,13-03-2015,rolls/buns
1438,26-02-2015,frankfurter
2777,24-05-2015,whole milk
4220,10-08-2015,canned beer
1943,07-01-2015,canned beer
3535,01-09-2015,specialty chocolate
2194,09-01-2015,UHT-milk
2326,29-11-2015,beverages
4189,07-04-2015,soda
1023,06-01-2015,root vegetables
3886,01-04-2015,sausage
1443,09-10-2015,rolls/buns
1395,26-06-2015,tropical fruit
1291,14-01-2015,citrus fruit
1374,10-03-2015,salty snack
4015,20-02-2015,other vegetables
3009,18-02-2015,canned beer
2961,16-11-2015,chocolate
3260,08-07-2015,onions
1793,19-05-2015,male cosmetics
2985,05-01-2015,chicken
1205,14-03-2015,whole milk
1116,08-10-2015,white bread
1633,09-08-2015,pork
3600,30-07-2015,meat
4740,10-07-2015,other vegetables
2677,23-12-2015,whole milk
1540,14-08-2015,beef
4323,26-03-2015,frankfurter
4320,18-04-2015,sausage
1363,16-06-2015,pastry
1761,09-08-2015,napkins
1733,23-06-2015,canned fish
1994,05-10-2015,bottled beer
4300,04-04-2015,citrus fruit
4298,25-07-2015,whole milk
1097,01-11-2015,whole milk
3766,07-05-2015,frankfurter
2348,28-02-2015,tropical fruit
4588,08-11-2015,coffee
3784,14-06-2015,herbs
2787,05-03-2015,sausage
2056,24-11-2015,root vegetables
3986,25-07-2015,curd
3861,07-07-2015,dessert
1094,07-01-2015,tropical fruit
4743,24-01-2015,pastry
3543,02-06-2015,rolls/buns
4914,14-03-2015,rolls/buns
2004,21-08-2015,hamburger meat
4171,03-06-2015,pastry
3041,15-09-2015,pip fruit
1324,10-07-2015,bottled water
1524,06-08-2015,cream cheese 
4260,30-05-2015,root vegetables
1494,29-09-2015,canned beer
2521,03-03-2015,whole milk
2225,28-04-2015,rolls/buns
3486,23-12-2015,root vegetables
1422,28-02-2015,yogurt
3082,20-02-2015,yogurt
1114,12-03-2015,sausage
4773,31-10-2015,other vegetables
1939,30-10-2015,coffee
2723,03-11-2015,beef
1361,08-09-2015,beef
2294,10-05-2015,pip fruit
3915,05-03-2015,tropical fruit
3579,30-12-2015,pork
2051,20-04-2015,pork
2113,07-09-2015,sausage
1909,31-08-2015,chicken
2328,22-02-2015,frankfurter
2948,19-06-2015,other vegetables
3504,20-05-2015,pip fruit
3069,09-04-2015,whole milk
2142,19-05-2015,pork
4411,17-04-2015,pip fruit
1993,08-07-2015,pip fruit
4579,09-01-2015,frankfurter
1177,14-10-2015,canned beer
2499,24-04-2015,butter
4427,14-01-2015,sausage
2883,12-10-2015,meat
1242,04-12-2015,dog food
3409,11-12-2015,sausage
1307,22-06-2015,sausage
3507,10-11-2015,pip fruit
2606,26-01-2015,tropical fruit
3048,06-06-2015,beef
2007,23-11-2015,whole milk
3072,26-01-2015,citrus fruit
3354,14-01-2015,pastry
3656,11-03-2015,frozen meals
4417,18-05-2015,sausage
3296,06-06-2015,organic sausage
1323,30-04-2015,whole milk
1754,17-09-2015,beverages
3872,03-11-2015,citrus fruit
3691,05-02-2015,berries
1218,29-12-2015,meat
1381,23-03-2015,bottled beer
4550,02-03-2015,rolls/buns
1377,06-02-2015,whole milk
4388,19-02-2015,citrus fruit
2157,14-07-2015,beverages
3321,25-12-2015,tropical fruit
3205,11-12-2015,other vegetables
4444,22-07-2015,rolls/buns
2348,01-11-2015,curd cheese
4275,18-08-2015,grapes
3664,04-05-2015,canned beer
1627,11-02-2015,pip fruit
1641,27-05-2015,canned beer
1461,21-12-2015,soda
4266,17-06-2015,berries
2754,02-05-2015,pip fruit
3117,30-09-2015,pork
1654,29-04-2015,rolls/buns
1154,17-05-2015,sausage
1333,22-09-2015,sausage
2188,28-07-2015,pip fruit
4679,16-05-2015,frankfurter
2495,28-07-2015,butter
4117,10-12-2015,organic sausage
4035,12-01-2015,sausage
1500,06-01-2015,frankfurter
4357,13-04-2015,chicken
1199,21-11-2015,whole milk
4467,22-11-2015,berries
4220,21-11-2015,beef
4376,16-07-2015,rolls/buns
4190,24-12-2015,root vegetables
4501,15-06-2015,tropical fruit
1454,22-10-2015,beef
3922,01-04-2015,beef
3586,02-05-2015,hamburger meat
2139,16-04-2015,citrus fruit
2475,10-11-2015,domestic eggs
3419,05-12-2015,dessert
2518,03-07-2015,beverages
1690,03-03-2015,sausage
1281,02-06-2015,rolls/buns
2176,04-02-2015,frankfurter
2787,13-03-2015,citrus fruit
3460,14-02-2015,pork
3224,19-01-2015,liver loaf
1540,26-11-2015,frankfurter
3942,04-04-2015,whole milk
2939,03-08-2015,whole milk
3807,26-10-2015,pork
3380,16-05-2015,pasta
1785,07-06-2015,fruit/vegetable juice
2625,06-03-2015,chicken
1828,24-03-2015,grapes
4225,08-05-2015,bottled water
1646,28-08-2015,frankfurter
1412,16-11-2015,frankfurter
1892,24-04-2015,shopping bags
2535,10-11-2015,whole milk
4107,15-11-2015,sausage
1452,29-03-2015,frozen vegetables
4853,17-09-2015,pip fruit
2196,23-08-2015,tropical fruit
1026,28-05-2015,whipped/sour cream
3879,03-12-2015,tropical fruit
4967,23-09-2015,frankfurter
3408,05-11-2015,bottled water
3732,26-01-2015,berries
1040,26-11-2015,chicken
2612,31-05-2015,beverages
1137,26-09-2015,other vegetables
4223,15-06-2015,white bread
3832,17-07-2015,frankfurter
2179,16-04-2015,coffee
2604,12-02-2015,frankfurter
2238,20-03-2015,sausage
2589,12-02-2015,sausage
2402,06-09-2015,soda
4130,06-11-2015,tropical fruit
4841,17-12-2015,misc. beverages
1734,08-06-2015,tropical fruit
3748,27-03-2015,butter
1021,22-10-2015,curd
1104,04-01-2015,other vegetables
2613,09-01-2015,specialty bar
4204,16-10-2015,curd
2022,22-07-2015,beef
2242,05-06-2015,whole milk
4352,20-07-2015,frozen meals
1945,05-02-2015,bottled water
1427,26-11-2015,soda
3709,08-09-2015,pork
1349,13-04-2015,whole milk
4691,08-01-2015,shopping bags
1465,26-06-2015,sausage
2867,16-07-2015,soft cheese
2381,17-05-2015,sausage
2471,13-08-2015,frozen vegetables
3252,22-08-2015,chicken
4077,18-03-2015,yogurt
2359,21-04-2015,whole milk
4430,02-12-2015,rolls/buns
3456,10-09-2015,sausage
2563,03-06-2015,yogurt
2386,04-10-2015,pork
4909,26-10-2015,tropical fruit
1014,03-10-2015,sausage
1389,18-02-2015,canned beer
4800,24-12-2015,grapes
1069,20-08-2015,tropical fruit
1833,12-07-2015,yogurt
4028,08-07-2015,frankfurter
3919,09-02-2015,sausage
3086,02-01-2015,pork
2708,17-02-2015,soda
3513,29-08-2015,baking powder
3774,16-09-2015,misc. beverages
4827,27-01-2015,processed cheese
4213,23-08-2015,pork
4536,24-02-2015,cream cheese 
1489,23-06-2015,tropical fruit
2005,22-09-2015,jam
2429,29-06-2015,pip fruit
2721,10-08-2015,frankfurter
3909,09-02-2015,flower soil/fertilizer
4808,20-08-2015,whole milk
4024,16-10-2015,pork
2855,03-02-2015,frankfurter
4881,28-07-2015,chewing gum
1214,10-01-2015,chicken
1608,10-11-2015,frozen vegetables
1724,09-09-2015,rolls/buns
1911,02-06-2015,yogurt
3881,02-04-2015,frankfurter
1780,27-08-2015,sausage
4675,14-09-2015,citrus fruit
3497,24-09-2015,other vegetables
1000,15-03-2015,whole milk
3955,28-08-2015,beverages
4232,19-12-2015,Instant food products
3472,28-02-2015,hamburger meat
4217,05-02-2015,sausage
3778,01-10-2015,tropical fruit
2666,06-04-2015,whole milk
3518,18-05-2015,pastry
4525,28-09-2015,whole milk
2975,28-01-2015,pasta
1339,28-11-2015,whole milk
2001,28-01-2015,processed cheese
2091,19-10-2015,brown bread
2453,28-08-2015,frozen meals
4681,28-02-2015,sausage
2618,14-09-2015,tropical fruit
3389,26-01-2015,beef
3044,29-09-2015,bottled beer
3039,02-09-2015,domestic eggs
4563,14-05-2015,sparkling wine
2683,11-08-2015,soda
4063,12-11-2015,sausage
3014,19-10-2015,chocolate
4356,01-12-2015,tropical fruit
3050,06-05-2015,beef
3613,05-06-2015,brown bread
3152,24-11-2015,whole milk
4187,28-10-2015,berries
2001,03-03-2015,citrus fruit
1584,26-01-2015,soda
1475,28-03-2015,hamburger meat
4942,06-08-2015,chocolate
2083,07-11-2015,grapes
4685,27-08-2015,tropical fruit
2070,24-03-2015,yogurt
2657,01-04-2015,hamburger meat
4012,04-04-2015,nuts/prunes
2698,24-01-2015,pastry
2222,28-12-2015,sausage
2421,27-10-2015,sausage
2410,21-11-2015,berries
3036,12-07-2015,canned beer
2465,27-12-2015,citrus fruit
1233,20-03-2015,rolls/buns
1366,29-05-2015,rolls/buns
3741,06-08-2015,chicken
2230,28-05-2015,frankfurter
1206,15-05-2015,rolls/buns
3690,24-04-2015,citrus fruit
3620,18-06-2015,soda
4759,20-02-2015,beef
3543,11-10-2015,waffles
2792,29-07-2015,whole milk
1929,10-07-2015,finished products
2433,23-08-2015,whole milk
4941,15-01-2015,ham
3547,07-10-2015,processed cheese
1290,24-04-2015,sausage
4207,28-08-2015,curd
2107,01-03-2015,bottled beer
3050,11-03-2015,dessert
3814,21-07-2015,chicken
4875,13-09-2015,bottled beer
3691,08-08-2015,finished products
2433,14-03-2015,rolls/buns
4757,09-01-2015,soda
1407,29-04-2015,fruit/vegetable juice
4718,12-06-2015,other vegetables
1240,14-04-2015,frozen vegetables
1792,15-08-2015,tropical fruit
4486,09-11-2015,frozen vegetables
1757,15-06-2015,hamburger meat
2186,01-07-2015,frankfurter
3752,15-04-2015,yogurt
3051,29-11-2015,other vegetables
3688,23-10-2015,sausage
4676,15-01-2015,sausage
2142,25-06-2015,rolls/buns
4939,29-06-2015,chicken
1806,06-07-2015,frankfurter
1595,05-10-2015,whole milk
2086,09-03-2015,bottled beer
4251,03-10-2015,shopping bags
2689,30-04-2015,sausage
2560,26-11-2015,soda
2393,17-04-2015,tropical fruit
1669,19-08-2015,pork
3500,21-04-2015,frozen dessert
1213,03-03-2015,beef
4598,18-11-2015,frankfurter
1404,03-05-2015,bottled beer
1758,26-02-2015,pip fruit
1265,07-03-2015,chicken
1006,14-06-2015,frankfurter
2779,17-10-2015,yogurt
4457,03-09-2015,ice cream
2532,06-07-2015,tropical fruit
2811,23-02-2015,pasta
4004,10-05-2015,root vegetables
1737,09-05-2015,other vegetables
3266,25-10-2015,soda
4981,10-01-2015,soda
1934,06-08-2015,grapes
2512,19-01-2015,specialty chocolate
3400,04-03-2015,pip fruit
4301,01-05-2015,chewing gum
2997,30-12-2015,frankfurter
1098,05-08-2015,frankfurter
2208,30-07-2015,frankfurter
3672,28-05-2015,sausage
3651,24-01-2015,meat
3957,15-05-2015,domestic eggs
2986,11-01-2015,waffles
4433,25-05-2015,yogurt
3822,27-05-2015,ice cream
4588,30-04-2015,whole milk
2622,17-07-2015,sausage
2117,02-05-2015,long life bakery product
1780,12-07-2015,sausage
3819,12-04-2015,white wine
1884,11-12-2015,frankfurter
2595,23-01-2015,pastry
3046,31-03-2015,chewing gum
3228,26-01-2015,organic sausage
2251,23-06-2015,chicken
2368,11-11-2015,coffee
2573,03-01-2015,specialty bar
4701,30-04-2015,popcorn
4384,25-05-2015,whole milk
1998,18-05-2015,frankfurter
4583,23-02-2015,pork
2043,21-04-2015,tropical fruit
2201,22-05-2015,curd
3522,23-09-2015,other vegetables
3922,28-08-2015,sausage
2636,11-09-2015,yogurt
1092,27-07-2015,sausage
2711,13-09-2015,citrus fruit
3899,22-04-2015,whole milk
4372,30-07-2015,other vegetables
4576,05-08-2015,frankfurter
4953,10-10-2015,meat
4692,27-10-2015,cat food
1170,12-11-2015,dog food
2625,08-04-2015,pork
2394,30-08-2015,dessert
4277,18-02-2015,whole milk
3170,17-01-2015,chicken
2229,25-10-2015,flower soil/fertilizer
2944,01-02-2015,yogurt
2582,06-03-2015,chicken
1373,10-05-2015,butter milk
1366,25-10-2015,coffee
3469,10-05-2015,frozen meals
4012,16-05-2015,salty snack
2031,26-02-2015,sausage
2459,16-09-2015,white bread
4377,23-02-2015,pip fruit
1534,13-08-2015,tropical fruit
2051,23-07-2015,prosecco
3430,26-01-2015,packaged fruit/vegetables
1567,13-03-2015,citrus fruit
2972,21-05-2015,whole milk
1287,28-08-2015,butter
4776,08-08-2015,pork
2271,04-08-2015,other vegetables
4657,15-08-2015,other vegetables
2344,14-04-2015,meat
1482,06-07-2015,whole milk
1278,09-12-2015,canned beer
4831,13-11-2015,tropical fruit
1819,11-11-2015,tropical fruit
2687,31-07-2015,sweet spreads
4468,24-03-2015,brandy
4760,02-04-2015,tropical fruit
2310,24-03-2015,sausage
3924,07-02-2015,canned beer
3517,11-12-2015,coffee
3164,30-09-2015,pork
3245,17-05-2015,dish cleaner
2629,06-12-2015,canned beer
1347,15-09-2015,rolls/buns
1216,25-08-2015,pastry
4636,10-04-2015,misc. beverages
1197,22-11-2015,misc. beverages
4102,23-09-2015,frozen dessert
1013,02-10-2015,meat
1928,15-08-2015,citrus fruit
2064,21-08-2015,rolls/buns
3416,15-11-2015,canned vegetables
1536,05-01-2015,canned beer
1953,09-03-2015,whole milk
1327,04-07-2015,chicken
3415,27-05-2015,whole milk
2517,22-03-2015,tropical fruit
4334,12-10-2015,citrus fruit
4515,15-06-2015,canned beer
1527,20-04-2015,rolls/buns
1726,02-11-2015,pip fruit
4734,10-02-2015,pork
2356,15-06-2015,canned beer
2244,29-03-2015,citrus fruit
4281,03-04-2015,margarine
2977,14-04-2015,chicken
2119,24-09-2015,meat
3208,24-06-2015,root vegetables
2663,18-05-2015,ham
3344,01-04-2015,newspapers
3592,14-12-2015,whipped/sour cream
2106,24-11-2015,cream cheese 
3356,23-05-2015,citrus fruit
3227,30-11-2015,pip fruit
1505,27-07-2015,beef
1035,24-04-2015,yogurt
4312,14-12-2015,sausage
1253,20-06-2015,processed cheese
2260,30-10-2015,domestic eggs
3710,22-08-2015,sausage
1846,29-11-2015,bottled water
3520,09-11-2015,newspapers
2816,19-06-2015,canned beer
1051,10-11-2015,tropical fruit
1754,08-07-2015,curd
3593,31-08-2015,pip fruit
1421,07-08-2015,beverages
3104,04-06-2015,soda
1283,30-05-2015,newspapers
1130,18-09-2015,frankfurter
2816,01-10-2015,tropical fruit
4594,23-06-2015,pork
4192,16-12-2015,chicken
3208,20-11-2015,chicken
1949,11-04-2015,rolls/buns
4268,25-04-2015,semi-finished bread
2672,17-01-2015,sausage
2372,03-09-2015,sausage
4482,07-08-2015,shopping bags
1048,06-10-2015,condensed milk
4831,19-02-2015,yogurt
3441,12-04-2015,frankfurter
3380,11-11-2015,turkey
1654,09-11-2015,beef
2408,21-06-2015,rolls/buns
4699,01-08-2015,whole milk
2670,29-04-2015,berries
4292,18-08-2015,citrus fruit
4303,22-02-2015,meat
2011,22-03-2015,pip fruit
3657,29-09-2015,grapes
1435,14-01-2015,canned beer
4445,20-05-2015,sausage
4030,15-08-2015,seasonal products
1204,11-04-2015,chicken
1235,01-01-2015,sausage
3984,03-02-2015,liver loaf
3637,25-11-2015,root vegetables
1931,02-07-2015,sliced cheese
4486,23-10-2015,pork
4529,03-01-2015,tropical fruit
1827,07-05-2015,spread cheese
